528274	Il n’y a pas d’autre dieu qu’Allah et Mohammed est son messager.	1800991	Нема друго божество достојно за обожување освен Алах, и Мухамед е Божјиот пратеник.
1318446	Fils de pute !	2413130	Кучкин син!
3307637	L'Espéranto, langue officielle de l'Union européenne, maintenant !	3307647	Есперанто, службен јазик на Европската унија, сега!
3380624	Je vis en Indonésie.	4065486	Живеам во Индонезија.
1801141	Il y a deux manières de combattre, l’une avec les lois, l’autre avec la force. La première est propre aux hommes, l’autre nous est commune avec les bêtes.	4307813	Постојат два начина на борба - со закон и со сила. Првиот ни е својствен само нам луѓето, а вториот го делиме со животните.
4450315	Tom est arrivé en voiture.	4352653	Том дојде со кола.
4450624	Tom veut le prendre.	4396404	Том сака да го земе.
4450625	Tom veut la prendre.	4396404	Том сака да го земе.
4450647	Nous essayons.	4312141	Се трудиме.
4584110	Nous l'avons arrêté.	4285332	Го уапсивме.
3483006	Tom n'a qu'une jambe.	4394059	Том има само една нога.
4718979	Étiez-vous sérieux ?	4145710	Беше ли сериозен?
459863	Est-elle ta sœur ?	4071400	Дали е тоа сестра ти?
2950043	Elle aime fumer du tabac.	4057880	Таа сака да пуши тутун.
5164068	Je sais où c'est.	4389102	Знам каде е тоа.
4092948	Personne ne m'a prévenu.	4096104	Никој не ме предупреди.
5638631	Tu les connais, n'est-ce pas ?	4319219	Знаеш кои се, така?
5897165	Ton est très fier de ce qu'il a été capable d'accomplir.	4153923	Том многу се гордее со она што успеал да го постигне.
5897166	La question est que vas-tu faire.	4295035	Прашањето е што ќе правиш.
6692499	Pourquoi ferais-je une telle chose?	4195189	Зошто би направил нешто такво?
6703597	Je veux seulement l'aider.	4315244	Само сакам да ѝ помогнам.
330353	Tu aimes ?	7818373	Ти се допаѓа?
4275	Aimerais-tu venir ?	7818374	Дали би сакал да дојдеш?
6224	J'aime courir.	7818375	Сакам да трчам.
10405	M'aimes-tu ?	7818376	Ме сакаш ли?
8124029	Je ne te l'ai pas dit.	4175197	Не те накодошив.
8722483	Le nouveau coronavirus est très contagieux.	8724310	Новиот коронавирус е високо заразен.
1284979	Eu cheguei ontem.	4252989	Вчера пристигнав.
5386448	Tom a un chien blanc.	4378996	Том има бело куче.
9087424	Tom n'était pas pauvre.	4164577	Том не беше сиромашен.
